users_cnt,num_requests,response_time,min_cpu_percent,med_cpu_percent,max_cpu_percent,min_ram_percent,med_ram_percent,max_ram_percent
1000.0,12669.0,545.6506645964889,5.6802005012531325,10.62953846153846,12.057868020304568,1.988824462890625,2.5599365234375,2.67181396484375
2000.0,16086.0,588.9632455396659,7.072284263959391,12.118910266396636,16.4065306122449,2.14080810546875,3.0679702758789062,3.3710479736328125
3000.0,19383.0,601.2648918010684,7.753604060913706,12.637857142857142,16.349667519181583,3.023529052734375,3.570556640625,3.639602661132813
4000.0,21284.0,603.9045460694443,7.7707888040712465,12.832142857142856,17.347487179487178,3.356552124023437,3.792762756347656,3.864669799804688
5000.0,23659.0,655.8497945945301,8.224181360201511,13.248730964467004,15.832244897959184,3.7994384765625,4.1553497314453125,4.19464111328125
6000.0,28387.0,719.5399037803504,8.208787878787879,13.874720826792256,16.00917525773196,3.9279937744140634,4.566764831542969,4.608917236328125
7000.0,32299.0,755.8240138029653,13.90941475826972,14.177360406091372,16.7797442455243,4.0435791015625,5.01556396484375,5.0907135009765625
8000.0,39462.0,831.1025792599895,9.016852791878174,14.233212719870558,15.63206106870229,4.4864654541015625,5.547332763671875,5.6262969970703125
9000.0,49315.0,895.6453215319021,9.1954545454545458,14.60548717948718,18.739589743589743,4.444503784179688,5.972671508789063,6.055831909179688
10000.0,62983.0,997.6577813082548,4.277569620253165,14.671202177191947,17.33624678663239,5.634307861328125,6.548309326171875,6.66961669921875
20000.0,261261.0,1473.4066343714924,6.831959287531807,14.890714285714283,18.17265306122449,5.030441284179688,8.852005004882812,9.047698974609377
30000.0,335313.0,916.070926187065,11.346803069053708,15.412390745501284,16.064285714285713,5.41839599609375,7.283401489257812,7.4066162109375
40000.0,413719.0,771.3897985674641,13.171326530612246,16.32948979591837,18.462915601023017,5.30242919921875,6.5673828125,6.6432952880859375
50000.0,338659.0,581.059942735681,13.233197969543149,16.423751810530437,17.10697435897436,5.393600463867188,5.506515502929688,5.6034088134765625
