users_cnt,num_requests,response_time,min_cpu_percent,med_cpu_percent,max_cpu_percent,min_ram_percent,med_ram_percent,max_ram_percent
1000.0,13111.0,507.8176879328663,4.589238578680202,8.43749218069015,13.610734177215187,1.0662078857421875,2.136802673339844,2.5577545166015625
2000.0,17406.0,576.8197844611126,5.924771573604061,10.921628498727737,14.100102040816326,1.5804290771484375,2.7454376220703125,3.0689239501953125
3000.0,19785.0,584.0254547557705,8.618274111675127,11.695279898218828,13.296734693877552,2.3593902587890625,3.05633544921875,3.4122467041015625
4000.0,21404.0,600.2992230074175,9.421010101010101,11.75238238043309,13.35835897435897,2.7812957763671875,3.610801696777344,3.7754058837890634
5000.0,22597.0,620.9244905604761,9.597128205128205,11.774159656228903,13.178673469387755,2.868270874023437,3.8236618041992183,3.9459228515625
6000.0,28104.0,659.708775088383,9.4753652392947103,12.405164556962026,16.867519181585678,2.9010772705078125,4.2236328125,4.3567657470703125
7000.0,32794.0,718.64443327569,10.37821882951654,12.433535179592624,15.082653061224493,3.63006591796875,4.779815673828125,4.943084716796875
8000.0,39024.0,772.3212070306719,10.566598984771574,12.767513360413924,14.466221079691516,3.589630126953125,5.059051513671875,5.280303955078125
9000.0,49233.0,853.1072898745178,8.790964467005075,12.847733347145963,13.482966751918156,3.553009033203125,5.4019927978515625,5.5877685546875
10000.0,63654.0,982.1926933294222,5.518282828282828,12.852581487077844,14.890659898477155,5.20172119140625,6.0237884521484375,6.229400634765625
20000.0,244925.0,1442.072464837776,5.721111111111111,12.88502564102564,15.513877551020409,5.509185791015625,8.62274169921875,8.978652954101562
30000.0,347841.0,1053.3758703981107,6.354517766497462,12.93227621483376,14.421892583120204,6.554412841796875,7.542584228515625,8.873748779296875
40000.0,323402.0,826.0022279051357,8.127594936708862,12.9566582278481,14.285012787723788,6.540679931640625,6.855392456054688,7.003021240234375
50000.0,279881.0,601.4947395952053,11.697201017811706,13.509842029867148,14.687010309278351,6.5334320068359375,6.79473876953125,6.946563720703125
