users_cnt,num_requests,response_time,min_cpu_percent,med_cpu_percent,max_cpu_percent,min_ram_percent,med_ram_percent,max_ram_percent
1000.0,14302.0,464.7741343098157,10.83015228426396,11.213939393939397,13.958772378516624,1.0528564453125,2.0526885986328125,2.42462158203125
2000.0,17377.0,562.35796070748,5.637070707070707,11.23623495657367,14.83236641221374,2.088165283203125,2.585029602050781,2.89154052734375
3000.0,18803.0,576.4315180893013,5.206278481012658,13.11343546114098,15.109333333333334,2.4608612060546875,2.8486251831054688,3.21197509765625
4000.0,22007.0,602.7626585661446,10.043746835443038,13.199250949391615,14.704615384615384,3.1047821044921875,3.6180496215820312,3.716278076171875
5000.0,23917.0,639.7123937682096,7.540254452926208,13.487179487179487,15.087095115681237,3.1402587890625,3.670120239257813,3.787994384765625
6000.0,28092.0,674.8756856674456,5.594025316455696,13.828058083529152,14.456572890025576,3.704071044921875,4.231452941894531,4.401779174804688
7000.0,33062.0,739.8410798644318,9.71248730964467,14.024475292655133,17.593711340206188,4.163742065429688,4.50592041015625,4.6573638916015625
8000.0,38814.0,798.3095167531246,8.460658227848102,14.029126382923335,15.009974293059123,4.145431518554688,4.610443115234375,4.750823974609375
9000.0,50967.0,910.195692940662,6.054040404040404,14.581326530612246,17.144020356234098,4.0729522705078125,5.068778991699219,5.2398681640625
10000.0,63950.0,1001.1697070659084,4.671979695431472,14.65591836734694,19.31979539641944,4.0340423583984375,5.6522369384765625,5.9085845947265625
20000.0,230657.0,1412.620101597855,5.191370558375635,14.665263157894737,19.025714285714283,4.291534423828125,8.1512451171875,8.420181274414062
30000.0,366115.0,1112.0843471506278,5.0834517766497465,14.809179487179488,19.06442748091603,6.562042236328125,7.47528076171875,7.68890380859375
40000.0,338784.0,797.5149712655093,2.127594936708861,14.856303797468351,19.548717948717947,6.70623779296875,7.065582275390625,7.291412353515625
50000.0,449484.0,771.7011877247515,11.221515151515153,15.482871794871794,15.73769820971867,6.6982269287109375,7.0743560791015625,7.2544097900390625
