users_cnt,num_requests,response_time,min_cpu_percent,med_cpu_percent,max_cpu_percent,min_ram_percent,med_ram_percent,max_ram_percent
10000.0,62630.0,935.2720461831858,7.16232911392405,15.052487309644668,16.48565552699229,3.4999847412109375,5.9322357177734375,6.0695648193359375
10000.0,62400.0,945.7901909522992,7.341063291139241,16.1230179028133,17.929333333333332,5.7621002197265625,6.67266845703125,6.7684173583984375
10000.0,60385.0,950.5799806851854,4.7335696202531645,13.965956006768188,17.24142857142857,5.5515289306640625,6.827545166015625,6.9271087646484375
10000.0,61458.0,930.2863293451904,8.310714285714285,16.126903553299492,18.515907928388746,6.30645751953125,6.873321533203125,6.984710693359375
10000.0,63801.0,945.8631191794284,7.919592875318066,15.017824623213937,20.430642673521852,6.0031890869140625,6.9217681884765625,7.0377349853515625
10000.0,62215.0,955.430527789522,6.024747474747475,14.86188204750649,18.052244897959184,5.8452606201171875,6.8935394287109375,7.007598876953125
10000.0,63549.0,956.0079452079715,7.998066157760814,14.703061224489797,17.042966751918158,6.5479278564453125,6.9736480712890625,7.0629119873046875
10000.0,64093.0,967.8668904046675,6.699541984732825,14.64235083210178,17.080510204081634,6.3190460205078125,6.950187683105469,7.0636749267578125
10000.0,63846.0,958.0347404129695,7.4827272727272724,15.107875133958803,15.68204081632653,5.959320068359375,6.899070739746094,7.01904296875
10000.0,62612.0,967.2422797694852,5.788989898989899,13.748024350178762,17.47080808080808,5.7987213134765625,6.91680908203125,7.0186614990234375
10000.0,64214.0,973.8121249482543,5.824810126582278,15.502097186700766,18.103163265306122,6.3507080078125,6.9477081298828125,7.0556640625
10000.0,61972.0,978.3527055700134,7.454379746835444,14.18580729556474,18.486974358974358,5.854034423828125,6.905364990234375,7.013702392578125
10000.0,62318.0,983.9413687113455,10.034517766497462,15.877007451835697,19.98772378516624,5.9909820556640625,6.934928894042969,7.0545196533203125
10000.0,63289.0,961.0883029161525,8.321822784810125,15.974241645244216,17.132787723785167,5.96160888671875,6.9477081298828125,7.0537567138671875
10000.0,59574.0,941.4267378841307,5.068629441624366,14.90795918367347,19.188615384615385,5.9482574462890625,6.909942626953125,7.050323486328125
